Title,Description,Category,Collection,Tags,Vendor,Product type ,Price,weight,skunumber
Versace L'Homme Eau de Toilette Spray 100ml,"Versace L'Homme Eau de Toilette is no ordinary fragrance for no ordinary man. It is an original; perfect if he is an original too. Stand out from the crowd with this sophisticated scent available from Fragrance Direct. Versace L'Homme boasts a captivating bouquet woods, balms and citrus; contrasting sensuality and sex appeal with a bright and colourful freshness.

Exotic Versace L'Homme Eau de Toilette is a harmonious blend of woods, amber balms and citrus notes; a cocktail of sophisticated, masculine flavours. It offers top notes of lemon, petit grain, basil and pimento, heart notes of cinnamon, cedar, patchouli, sandalwood and rose, with base notes of oakmoss, leather, labdanum, tonka and vanilla.

Versace was founded in 1978 by the late Gianni Versace and has become one of the best known fashion houses in the world. Many Versace fragrances have been launched and are recognisable by the Medusa Head logo that adorns all Versace's creations. Versace L'Homme is one of the bestselling Versace aftershaves with male customers of Fragrance Direct.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,45.05,100ml,2053
Iceberg Twice Gold Eau de Toilette Spray 125ml,Twice GOLD is the new cool luxury scent for the man who wants to live his life intensely and create golden memories.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Iceberg,27.115,125ml,2054
Versace Pour Homme Eau de Toilette Spray 100ml Gift Set,"Diamante Citrus, Bitter Orange leaves and Neiroli flowers light up the fragrance with Mediterranean accents. The heart of Versace Pour Homme is characterized by the mineral-floral aroma, almost tactile, of Clary Sage and Blue Hyacinth. Amber and Musk deliver deep and sensual base notes, the essence of pure masculinity.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,119,100ml,2055
Dolce&Gabbana Light Blue Pour Homme Eau de Toilette Spray 75ml Gift Set,"Light Blue Pour Homme is the quintessence of joy of life and seduction, capturing the energy of the beautiful and sunny Mediterranean sea.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Dolce&Gabbana,96.815,75ml,2056
Jean Paul Gaultier Scandal Pour Homme Le Parfum Eau de Parfum Spray 50ml,"The show must go on! Making his triumphant entrance to the cheers of the crowd, this boxing legend is back. Jean Paul Gaultier Scandal Pour Homme Le Parfum makes a champion of bravado simply oozing sex appeal. A new Eau de Parfum intense with an even sexier and more outrageous punch. Check out the theatrical case and black lacquered torso. Ready to knock you out with the first spray of this woody amber fragrance. A high-voltage performance right up to his victory.

A scandalously intense Eau de Parfum with warm woody notes.

Woody amber Eau de Parfum Intense by Quentin Bisch, Nathalie Cetto and Christophe Raynaud.

Scandal? This sexy boxer takes her by surprise. Knock ‚Äòem for six with sweet geranium. Punch hard with an uppercut of delicious tonka bean. Finish with sensual sandalwood. His tactic always works! One little spray and it‚Äôs a knock-out. Overwhelmed by addictive woody amber notes. What a performance!

Ingredients: Alcohol Denat.0, Parfum (Fragrance), Aqua (Water), Limonene, Coumarin, Butyl Methoxydibenzoylmethane, Linalool, Benzyl Salicylate, Citronellol, Alpha-isomethyl Ionone, Citral, Cinnamal, Geraniol, Ci 60730 (Ext. Violet 2), Ci 19140 (Yellow 5), Ci 14700 (Red 4), Ci 42090 (Blue 1).",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jean Paul Gaultier,115.175,50ml,2057
Iceberg Twice Homme Eau de Toilette Spray 125ml,"Iceberg Twice Homme is a fine blend of Lavender, Tarragon and lemon, with base notes of Mandarin, Geranium, Thyme, Cinnamon, Jasmine and Tonka. Hints of Vanilla, Patchouli and Sandal make this a very desireable fragrance",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Iceberg,27.115,125ml,2058
Versace Eros Eau de Parfum Spray 200ml,"Created by perfumer Olivier Pescheux, Eros Parfum expresses sensuality and power, an extreme force that represents a heroic and passionate man, much like Eros, the Greek god whose arrow can make you fall in love.

A fragrance with an element of charm that brings love, passion and seduction splendidly to the fore, Eros Parfum embodies excess and provocation. It has a signature that is not afraid to flaunt itself and reveal its extremes, with a stark contrast between the extremely citrusy and the extremely delicate.

Radiant and energetic top notes of Italian lemon and mandarin are entwined with spicy elemi, black pepper, and a unique twist of litsea cubeba. The heart gives way to a herbal trove of Pomarose, Geranium, Lavender, and Sage. Finally, a base of smooth benzoin, patchouli, and vanilla round out this Woody Amber Fresh parfum.

Top notes: Lemon, Mandarin, Litsea Cubeba, Elemi, Black Pepper
Heart notes: Pomarose, Geranium Oil, Lavender, Sage Oil
Base notes: Benzoin Resinoid, Patchouli and Vanilla

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,182.07,200ml,2059
Yves Saint Laurent M7 Eau de Toilette Spray 80ml,"Yves Saint Laurent M7 eau de toilette natural spray for men is a warm and intense fragrance, opening with top notes of mandarin, which then blends with a heart of patchouli, all of which is rounded off with a base of oud wood, cistus and myrrh.

Here at Fragrance Direct we have an outstanding selection of fragrances and toiletries on offer, and our customers are big fans of this Yves Saint Laurent M7 eau de toilette natural spray for men for its raw and sensual aroma that is ideal for the desirable and dangerous man.

Yves Saint Laurent was born in the former French Algeria region in 1936, and moved to Paris at the age of 17, being hired as assistant to Christian Dior. Laurent was appointed head of the House of Dior after his death, then launched his own fashion label in 1961, and quickly forged a reputation as one of the most influential fashion designers in the world. The YSL product collection here at Fragrance Direct includes a whole host of fragrances and toiletries for both men and women.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Yves Saint Laurent,105.315,80ml,2060
Armaf Club De Nuit Sillage Eau de Parfum Spray 105ml,"Club de Nuit Sillage is a sharp and commanding fragrance delivering outstanding strength and tenacity. It uncovers a crisp citrus opening with bergamot, lemon, lime, ginger, and violet leaf. The heart is composed of florals; jasmine, iris, and rose meld together for a passionate accord. The base indulges sandalwood, musk, ambroxan, and cedar.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,59.16,105ml,2061
Issey Miyake L‚ÄôEau d‚ÄôIssey Pour Homme V√©tiver Eau de Toilette Intense Spray 50ml Gift Set,Xmas Giftset for men L'Eau d'Issey Pour Homme V√©tiver Eau de Toilette Intense by Issey Miyake. Issey Miyake invites you to celebrate Xmas under the snow and wishes you a bright and beautiful holiday season.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Issey Miyake,55.59,50ml,2062
Montblanc Individuel Eau de Toilette 50ml,"Montblanc is one of the worlds most renowned luxury brands. This hundred-year-old brand has built its reputation as a symbol of tradition, status and of exclusivity. Montblanc fragrances are no exception, each fragrance is created with the same core values of elegance, precision and detail.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Montblanc,42.075,50ml,2063
Rabanne Invictus Eau de Toilette 100ml,"Invictus Eau de Toilette, the scent of victory. combines notes of fresh grapefruit, marine accord and guaiac wood. A phenomenal clash of biting freshness and woody aroma. Two forces combined for the ultimate clean fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rabanne,134.64,100ml,2064
Missoni Parfum Pour Homme Eau de Parfum Spray 50ml,"Following a lengthy absence from the male market, the Missoni Parfum Pour Homme marks Missoni's triumphant return with a masculine fragrance that simply exudes prestige.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Missoni,42.075,50ml,2065
Jean Paul Gaultier Le Male Eau de Toilette Spray 200ml,"Fragrance Direct houses the classic scent from Jean Paul Gaultier, Le Male. A fresh, charismatic fragrance, which will seduce with its contrasts. With notes of wormwood, bergamot, cardamom, lavender and orange, it is the perfect fragrance for casual or formal wear. This iconic aftershave is a true classic, which embodies the signature style of Jean Paul Gaultier.
Etched onto the transparent, torso shaped bottle is Jean Paul Gaultiers emblematic garment for men, the striped jersey. A symbol of freedom and seduction. This fragrance is long lasting making it very wearable for throughout the day or night.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jean Paul Gaultier,181.05,200ml,2066
Police To Be The King Eau de Toilette Spray 40ml,"Police To Be The King Eau de Toilette is a new fragrance for 2013 which provides a dynamic, powerful and masculine fragrance for the younger man. A refreshing and bold fragrance, Police To Be The King features top notes of Lemon, Cedar, Nutmeg, Cardamom and Bay Leaf, heart notes of Artemisia, Lavender, Amber and Cashmere Wood and base notes of Orange Blossom, Tonka Bean and Woody notes.

Featuring a black skull detail bottle complete with gold crown, the Police To Be King EDT is a great, distinctive fragrance for young men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Police,20.315,40ml,2067
Rabanne 1 Million Aftershave Lotion 100ml,"Rabanne's 1 Million After Shave Lotion for men who live life to extremes. Its seductive, spicy leather notes continue throughout the day, while also providing an invigorating, toning experience, combining sensuality with real masculinity.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rabanne,80.75,100ml,2068
Montblanc Starwalker Eau de Toilette 50ml,"Montblanc is one of the worlds most renowned luxury brands. This hundred-year-old brand has built its reputation as a symbol of tradition, status and of exclusivity. Montblanc fragrances are no exception, each fragrance is created with the same core values of elegance, precision and detail.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Montblanc,40.8,50ml,2069
Colour Me Homme Black Eau de Parfum Spray 100ml,"Fresh, sensual and invigorating. Embrace your best self with colour me black, an invigorating fragrance designed for men. Bergamot and water fruits are followed by intense geranium and vanilla for a divine perfume for men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,23.375,100ml,2070
Lacoste Red Eau de Toilette Spray 125ml,"Lacoste Red, a scent full of energy and tenacity. Feel the freshness of the green apple and pine tree, contrasting with the comfort of the patchouli notes, composing a dynamic fougere fruity fragrance for men. Perfumer: Annick Menardo",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,80.75,125ml,2071
Viktor & Rolf Spicebomb Infrared Eau de Parfum Spray 90ml,"Spicebomb Infrared, a blazing hot fragrance for men. Spicebomb Infrared was inspired by the intensity of a red habanero chili pepper with a sharp, piercing burn. Around this fiery pepper, red berry oil and tobacco, create a halo of blazing warmth and magnetism.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Viktor & Rolf,146.88,90ml,2072
Dolce&Gabbana K Eau de Parfum Spray 50ml Gift Set,"K by Dolce&Gabbana Eau de Parfum is a deep, intense iteration of the original Eau de Toilette. Made for the king of everyday life, allowing its wearer to express even deeper facets of his personality. With every spray unearth deep, woody, and spicy notes that add a new sensation of intensity.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Dolce&Gabbana,99.365,50ml,2073
Yardley Legacy Gentleman Legacy Eau de Parfum 100ml,"Yardley Gentleman Legacy is for the stylish man with charisma and panache. This woody amber fragrance opens with crisp notes of pink pepper and mandarin revealing the rich heart of cedarwood and cocoa, settling to light patchouli and oak moss leaving behind its legacy for the wearer to own.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Yardley,23.715,100ml,2074
Yardley Gentleman Classic Eau de Parfum Spray 100ml,"Yardley Gentleman Classic Eau de Toilette Spray 100ml - a modern, sophisticated fragrance opening with a fresh citrus and spicy blend of cardamom & black pepper interlaced with a soft heart of floral notes, resting on a luxurious accord of sandalwood, musk, amber and a sweet hint of white chocolate.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Yardley,23.375,100ml,2075
Lacoste Red Eau de Toilette Spray 125ml,"Lacoste Red, a scent full of energy and tenacity. Feel the freshness of the green apple and pine tree, contrasting with the comfort of the patchouli notes, composing a dynamic fougere fruity fragrance for men. Perfumer: Annick Menardo",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,80.75,125ml,2076
Banana Republic Icon Collection Neroli Woods Eau de Parfum Spray 75ml,Neroli Woods is a fresh and aromatic fragrance bringing together bright citruses and smooth woods. The top utilises the freshness of mandarin leaves. The heart features a pop of fresh neroli and solar notes. The base layers a warm and comforting amber accord.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Banana Republic,42.5,75ml,2077
Tommy Hilfiger Tommy Hilfiger Eau de Toilette Spray 100ml,"Tommy‚Äôs effervescent wood base remains as fresh and modern today as it was in the ‚Äò90s. The unmistakably All-American, energizing fragrance comes alive by fusing notes of Cape Cod cranberry, Texas yellow rose and Vermont Maplewood.

A fragrance so alive, it‚Äôs almost bubbly. Cape Cod Cranberry, Texas Yellow Rose and Vermont Maplewood represent handpicked American notes.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,45.475,100ml,2078
Dolce&Gabbana Light Blue Summer Vibes Eau de Toilette Spray 75ml,The classic Light Blue Pour Homme fragrance meets the aromatic freshness of cypress.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Dolce&Gabbana,104.04,75ml,2079
Britney Spears Prerogative Eau de Parfum Spray 30ml,"‚ÄúPrerogative is all about empowerment and confidence - we all deserve to feel free and fierce!"" - says Britney Spears.

Explore yourself and be who you want to be. Walk into a world where there‚Äôs room for your PREROGATIVE - where you‚Äôre free to live for your moment. Follow your instinct.

The fragrance composition is unusual and exotic. The scent opens with pink pepper, goji berries and apricot. The heart of the composition reveals a special accord of red calla lily, latex petals and espresso foam which are spiced up with soft saffron cream. The base is subtle, woody and warm, composed of sandalwood and amberwood.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Britney Spears,21.25,30ml,2080
Colour Me Homme Black Eau de Parfum Spray 100ml,"Fresh, sensual and invigorating. Embrace your best self with colour me black, an invigorating fragrance designed for men. Bergamot and water fruits are followed by intense geranium and vanilla for a divine perfume for men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,23.375,100ml,2081
Abercrombie & Fitch Authentic Man Eau de Toilette 100ml,"AUTHENTIC is a fresh scent, but with a modern twist. Its refreshing and tonic Grapefruit opening, heightened by exciting drops of Natural Ginger Oil, is unexpectedly warmed up by a vibrant finish of Clearwood. Together, these genuine ingredients compose a fragrance that is like a second skin for the Abercrombie & Fitch man. Just like him, this new scent highlights the originality of the wearer, it is raw, timeless and memorable-AUTHENTIC.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,56.355,100ml,2082
Armaf Club De Nuit Intense Man Limited Edition Parfum Spray 105ml,"A sophisticated masculine fragrance with bold tones of citrus, wood and spice. Club De Nuit Intense Man invites a fresh head of lemon, bergamot, pineapple, apple and blackcurrant. The heart features distinctive elements of birch, rose and jasmine. A final accord combines ambergris, musk, vanilla and patchouli.

This limited edition is presented in a collector's gift box with a special edition black chrome bottle.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,115.515,105ml,2083
Viktor & Rolf Spicebomb Infrared Eau de Parfum Spray 90ml,"Spicebomb Infrared, a blazing hot fragrance for men. Spicebomb Infrared was inspired by the intensity of a red habanero chili pepper with a sharp, piercing burn. Around this fiery pepper, red berry oil and tobacco, create a halo of blazing warmth and magnetism.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Viktor & Rolf,146.88,90ml,2084
Armaf Club De Nuit Urban Man Elixir Eau de Parfum Spray 30ml,The new vision of masculinity,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,33.915,30ml,2085
Banana Republic Collezione Riservata Tuberose Overdose Eau de Parfum Spray 75ml,"Tuberose Overdose is an indulgent floral fragrance capturing white floral essences and woody chords. Black currant, ginger, and green apple create a sharp and fresh opening accord. The heart brings fields of tuberose, jasmine sambac, frangipani, tiare flower, and peony. The base is filled with ambrocenide, sandalwood, vanilla, praline, and precious woods.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Banana Republic,47.6,75ml,2086
Pino Silvestre Pino Silvestre Eau de Toilette Spray 125ml,Pino Silvestre the fragrance from Nature. Created in the fifties from a blend of twelve natural essential oils.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Pino Silvestre,22.1,125ml,2087
Issey Miyake Fusion D'Issey Extreme Eau de Toilette Spray 50ml,"A new intensity, born at the heart of nature in fusion.
Fusion d‚ÄôIssey Extr√™me is a new masculine fragrance that entices us to discover an entirely unexpected nature, emerging from the watery depths where contrasts between strength and freshness are pushed to extremes.

The Fragrance
Nathalie Lorson, Master Perfumer, composed Fusion d‚ÄôIssey Extr√™me by adding a new spicy facet to this solar fern fragrance. An interplay of contrasts ‚Äì between the intense freshness of the deep currents and the heat of magma ‚Äì is pushed to extremes. A wash of freshness comes from spicy notes of cardamom combined with the zesty scent of bergamot. Between strength and balance, the aroma of peppermint mingles with the verticality of the profound mineral solar accord that is the signature of Fusion d‚ÄôIssey. Underlying all of this is a unique union of sandalwood and patchouli essences.

Top notes: Cardamom, Bergamot
Heart notes: Peppermint
Base notes: Sandalwood, Mineral solar accord

The Bottle
This new volc",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Issey Miyake,57.8,50ml,2088
Armaf Hunter Intense Eau de Parfum Spray 100ml,"This Matchless fragrance opens with natural notes of Bergamot, Lemon, Mandarin and Cardamom merging with a secretive heart of Geranium, Lavender, Rose and bay Pepper. The warmth of Cedar and Musk fuses with the magic of Vetiver, Labdanum and Patchouli to give the dry down an everlasting feel.

Top notes: Bergamot, Lemon, Mandarin, Cardamom
Middle notes: Geranium, Lavender, Rose, bay Pepper
Base notes: Vetiver, Cedar, Musk, labdanum, Patchouli",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,41.65,100ml,2089
Paloma Picasso Minotaure Eau de Toilette Spray 75ml,"In Greek mythology, a minotaur is a creature with the body of a man and the head of a bull. Minotaure the Cologne evokes their strength.

Released in 1992, It is a complex blend of aromatic ingredients. The top notes are fruity bergamot, spicy tarragon and coriander, green galbanum, and floral aldehydes. This harmonious opening flows into a middle of lily of the valley, rose, geranium, and jasmine. While each flower gives off its own distinct profile, they form a gorgeous bouquet of garden scents. The base is savoury and strong, with sandalwood, Tonka bean, amber, musk, and cedar supporting the gentle sweetness of vanilla.

Paloma Picasso is a fashion designer known for her popular fragrances and jewellery. She was born with artistic heritage, as the daughter of Pablo Picasso and Francoise gilot. She began designing jewellery in 1968 and her first fragrance was released in 1984.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Paloma Picasso,40.8,75ml,2090
Versace Eros Eau de Toilette Spray 200ml,"Versace Eros Eau de Toilette 200ml. A luminous aura with an intense, vibrant and glowing freshness obtained from the combination of mint leaves, Italian lemon zest and green apple. An addictive sensuality delivered by intriguing and enveloping notes like tonka beans, amber, geranium flower and vanilla. A racy virility symbolised by woods such as cedarwood from Atlas and Virginia. Vetyver and oak moss provide intensity and power.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,163.03,200ml,2091
Armaf Amber Arabia Oud Parfum Spray 100ml,"Amber Arabia Oud uses vivid spicy accords to create an energising and fiery amber fragrance. The opening accord highlights precious saffron, nutmeg, and orange for a crisp spicy scent. The heart brings tagetes and lavender for an aromatic floral flavour. The base uses smooth agarwood, patchouli, ambroxan, and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,54.315,100ml,2092
Tommy Hilfiger Tommy Now Eau de Toilette Spray 100ml,"Tommy Hilfiger Tommy NOW Eau de Toilette; a dynamic fragrance that blends fresh, spicy and woody accords. Zesty Bergamot and Mandarin are joined by Geranium, spicy Ginger and sweet Cardamom before Amber Wood and Moss create a warm, sensual drydown. Housed in a modern bottle with a striped cap in the brand's signature red, white and navy colour palette.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,59.415,100ml,2093
JOOP! Go Eau de Toilette Spray 100ml,"From the Germany perfume house Joop at Fragrance Direct, Joop Go is a fun and energetic mens scent. Masculine and fashionable, Joop Go Eau de Toilette is a woody aromatic mens fragrance which invigorates and refreshes the wearer. A bold scent, Joop Go opens with fiery top notes of pimento, complimented by rhubarb and bitter orange. Joop Go then flows in to a heart of cypress, geranium and violet before coming to a close with a fresh base of musk and balsam fir. Joop Go fragrance is houses in a bright green glass bottle and is a must have fragrance for men who appreciate bold, distinctive perfumes with a natural zesty aroma.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,JOOP!,38.42,100ml,2094
GIVENCHY Xeryus Rouge Eau de Toilette Spray 100ml,"Warm and intense, Xeryus Rouge is a classic, Woody Amber designed for a man who embraces his freedom and is a risk-taker at heart. His fiery, intuitive sensuality is irresistibly captivating with an underlying mystery that cannot be resisted. Succulent kumquat and green cactus are dusted with red pepper and crushed cedar wood for a seductive scent that lingers.

Woody Amber

Top Notes: Kumquat, Green Cactus
Heart Note: Red Pepper
Base Note: Cedar Wood",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,147.645,100ml,2095
Abercrombie & Fitch First Instinct Man Eau de Toilette 100ml,First Instinct for Men was the first fragrance to be sold outside of the Abercrombie & Fitch boutiques. This addictive and irresistible fragrance is a Foug√®re Aromatic. Blended for the man who lives by his first instinct.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,49.555,100ml,2096
Issey Miyake Fusion D'Issey Extreme Eau de Toilette Spray 50ml,"A new intensity, born at the heart of nature in fusion.
Fusion d‚ÄôIssey Extr√™me is a new masculine fragrance that entices us to discover an entirely unexpected nature, emerging from the watery depths where contrasts between strength and freshness are pushed to extremes.

The Fragrance
Nathalie Lorson, Master Perfumer, composed Fusion d‚ÄôIssey Extr√™me by adding a new spicy facet to this solar fern fragrance. An interplay of contrasts ‚Äì between the intense freshness of the deep currents and the heat of magma ‚Äì is pushed to extremes. A wash of freshness comes from spicy notes of cardamom combined with the zesty scent of bergamot. Between strength and balance, the aroma of peppermint mingles with the verticality of the profound mineral solar accord that is the signature of Fusion d‚ÄôIssey. Underlying all of this is a unique union of sandalwood and patchouli essences.

Top notes: Cardamom, Bergamot
Heart notes: Peppermint
Base notes: Sandalwood, Mineral solar accord

The Bottle
This new volc",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Issey Miyake,57.8,50ml,2097
Armaf Special Amber Oud Parfum Spray 100ml,"Special Amber Oud is a powerful masculine fragrance featuring indulgent amber accords and a tantalising degree of spice. The top features crisp saffron with apple, bergamot, cinnamon, coriander, lime, and strawberry. The heart procures a floral flourish with rose, jasmine, lily-of-the-valley, and lavender. The base brings a deeper accord with smoky frankincense, patchouli, vanilla, vetiver, amber, and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,50.915,100ml,2098
Armaf Niche Oud Eau de Parfum Spray 90ml,"Oud by Armaf indulges a strong amber fragrance steeped in fougere tones. A crash of spices melds with caraway, sage, and bergamot to make a striking opening. Black pepper, iris, and cedar allow a savoury heart. Base notes finish with amber, vanilla, patchouli and leather.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,47.515,90ml,2099
Rabanne Invictus Aftershave Lotion Splash 100ml,"Invictus After Shave Lotion, enjoy one of Rabanne's most iconic fragrances, Invictus captures the essence of heroes with its aromatic woody notes. Experience the comfort and softness of this lotion infused with your favourite men's fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rabanne,80.75,100ml,2100
Guy Laroche Drakkar Intense Eau de Parfum Spray 100ml,"Drakkar Intense is a bold stroke of aromatic fragrance, a sea of fresh spices and woody accords melding into a sharp and charismatic blend. A rise of wormwood, bergamot, and coriander gives a crisp character to the opening accord. The heart brings lavender alongside clary sage and juniper berries. The base features patchouli, moss, and comforting suede.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Guy Laroche,42.415,100ml,2101
Kenzo Homme Eau de Parfum 110ml,Kenzo unveils its new addictive fragrance: Kenzo Homme Eau de Parfum.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Kenzo,123.25,110ml,2102
Perfumer's Choice No. 11 Leo Eau de Parfum Spray 83ml,"FRESH, SOPHISTICATED and POWERFUL - An invigorating masculine fragrance with top notes of crisp bergamot enhanced with an aromatic heart of rich spicy woody notes, enveloped with strong and tenacious base notes of Cedar and Amber.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Perfumer's Choice,23.8,83ml,2103
Kenzo Homme Intense Eau de Toilette 110ml,"Kenzo Homme Eau de Toilette Intense, an Eau de Toilette inspired by the intensity of bamboo and serenity of a sea breeze. The freshness of pink peppercorn coupled with a sea breeze contrasts with the warmth of a fig wood and sandalwood accord, like salty skin warmed by the sun.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Kenzo,114.75,110ml,2104
Tommy Hilfiger Tommy Hilfiger Eau de Toilette Spray 200ml,"Tommy‚Äôs effervescent wood base remains as fresh and modern today as it was in the ‚Äò90s. The unmistakably All-American, energising fragrance comes alive by fusing notes of Cape Cod cranberry, Texas yellow rose and Vermont Maplewood.

A fragrance so alive, it‚Äôs almost bubbly. Cape Cod Cranberry, Texas Yellow Rose and Vermont Maplewood represent handpicked American notes.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,62.9,200ml,2105
Armaf Voyage Bleu Eau de Parfum 100ml,"An intensely woodsy fragrance, Voyage Bleu by Armaf was made for someone embarking on a new and exciting journey. Fresh notes of lemon and grapefruit evoke the beginning while ginger, mint, and nutmeg bring a vivid breath of spice to the heart. The base notes of cedar, vetiver and sandalwood bring a lasting determination.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,38.59,100ml,2106
Rabanne XS Pour Homme Eau de Toilette 100ml,"Pure XS Eau de Toilette, a fragrance for men by Rabanne, raises the tension and disorients the senses. Expect the unexpected. A fresh scent, blending notes of ginger, myrrh and vanilla.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rabanne,101.15,100ml,2107
